date,from state,to state
7/14/2013 0:00, UP, DOWN
7/24/2013 0:00, UP, UP
7/25/2013 0:00, UP, DOWN
7/27/2013 0:00, UP, UP
7/28/2013 0:00, UP, UP
7/29/2013 0:00, UP, UP
7/30/2013 0:00, UP, DOWN
8/12/2013 0:00, UP, DOWN
8/16/2013 0:00, UP, DOWN
8/18/2013 0:00, UP, UP
8/19/2013 0:00, UP, UP
8/20/2013 0:00, UP, DOWN
8/23/2013 0:00, UP, UP
8/24/2013 0:00, UP, DOWN
8/26/2013 0:00, UP, DOWN
8/29/2013 0:00, UP, UP
8/30/2013 0:00, UP, DOWN
9/6/2013 0:00, UP, DOWN
9/8/2013 0:00, UP, UP
9/9/2013 0:00, UP, UP
9/10/2013 0:00, UP, DOWN
9/27/2013 0:00, UP, DOWN
9/30/2013 0:00, UP, DOWN
10/2/2013 0:00, UP, UP
10/3/2013 0:00, UP, DOWN
10/6/2013 0:00, UP, DOWN
10/8/2013 0:00, UP, DOWN
10/12/2013 0:00, UP, UP
10/13/2013 0:00, UP, UP
10/14/2013 0:00, UP, DOWN
