date,from state,to state
4/22/20130:00,UP,UP
4/23/20130:00,UP,DOWN
4/27/20130:00,UP,UP
4/28/20130:00,UP,DOWN
5/3/20130:00,UP,UP
5/4/20130:00,UP,DOWN
5/7/20130:00,UP,DOWN
5/9/20130:00,UP,DOWN
5/12/20130:00,UP,DOWN
5/14/20130:00,UP,UP
5/15/20130:00,UP,UP
5/16/20130:00,UP,DOWN
5/22/20130:00,UP,UP
5/23/20130:00,UP,DOWN
5/25/20130:00,UP,DOWN
5/28/20130:00,UP,DOWN
6/9/20130:00,UP,UP
6/10/20130:00,UP,DOWN
6/16/20130:00,UP,UP
6/17/20130:00,UP,DOWN
6/19/20130:00,UP,DOWN
6/24/20130:00,UP,DOWN
6/29/20130:00,UP,DOWN
7/1/20130:00,UP,DOWN
7/3/20130:00,UP,DOWN
7/6/20130:00,UP,UP
7/7/20130:00,UP,DOWN
7/9/20130:00,UP,UP
7/10/20130:00,UP,DOWN
7/12/20130:00,UP,DOWN
