p,p-value
0.0,0.0
0.01,1.2739397366e-24
0.02,7.30504168826e-20
0.03,4.19319534718e-17
0.04,3.6516282601e-15
0.05,1.13088579663e-13
0.06,1.82025261866e-12
0.07,1.86433855144e-11
0.08,1.37107823763e-10
0.09,7.82673916399e-10
0.1,3.65747089393e-09
0.11,1.45323442235e-08
0.12,5.0490041494e-08
0.13,1.56683455213e-07
0.14,4.41531441934e-07
0.15,1.14473683842e-06
0.16,2.75953205012e-06
0.17,6.23871477207e-06
0.18,1.33224516554e-05
0.19,2.70331585254e-05
0.2,5.23872871184e-05
0.21,9.73736284974e-05
0.22,0.00017424090075
0.23,0.000301122401167
0.24,0.0007697114487
0.25,0.000997571234847
0.26,0.00141422882161
0.27,0.00295573241636
0.28,0.0036679863903
0.29,0.00738054988009
0.3,0.0084835245262
0.31,0.0158884564458
0.32,0.0175356346607
0.33,0.0304576360475
0.34,0.0329010387518
0.35,0.0533415084671
0.36,0.0569375880637
0.37,0.0869203499385
0.38,0.0920839826586
0.39,0.133475190492
0.4,0.140580962817
0.41,0.194892377736
0.42,0.266770352995
0.43,0.2723365026
0.44,0.358784428468
0.45,0.365953257509
0.46,0.466468504473
0.47,0.584099577099
0.48,0.587932435438
0.49,0.716279935668
0.5,0.855535551906
0.51,0.856399915793
0.52,1.0
0.53,1.0
0.54,1.0
0.55,0.856702160082
0.56,0.854657543275
0.57,0.714934024498
0.58,0.712072556671
0.59,0.579500955568
0.6,0.461782083122
0.61,0.454773794483
0.62,0.350181933825
0.63,0.344219045912
0.64,0.254556413317
0.65,0.184883987768
0.66,0.176236658766
0.67,0.12191230955
0.68,0.115192025154
0.69,0.075217174001
0.7,0.0702074907842
0.71,0.0428294944363
0.72,0.0391883834191
0.73,0.0221107897578
0.74,0.0195115210121
0.75,0.0101435950233
0.76,0.00835321901915
0.77,0.00408904189859
0.78,0.00296294388212
0.79,0.00233981511833
0.8,0.000901869328728
0.81,0.000525830741564
0.82,0.000294406046234
0.83,0.000157588822964
0.84,8.02251731524e-05
0.85,3.86001865093e-05
0.86,1.7421466048e-05
0.87,7.30782739365e-06
0.88,2.81660476354e-06
0.89,9.83151439077e-07
0.9,3.05065945386e-07
0.91,8.21118039553e-08
0.92,1.85456518121e-08
0.93,3.35498806021e-09
0.94,4.54093762325e-10
0.95,4.13714057349e-11
0.96,2.12541564784e-12
0.97,4.41759461811e-14
0.98,1.76279531151e-16
0.99,1.2516810731e-20
1.0,0.0
