p,p-value
0.0,0.0
0.01,5.60385230048e-43
0.02,8.86805862307e-36
0.03,1.40732133004e-31
0.04,1.32143297252e-28
0.05,2.63481646842e-26
0.06,1.97107344873e-24
0.07,7.4948102866e-23
0.08,1.73631767821e-21
0.09,2.75469097062e-20
0.1,3.2415401602e-19
0.11,2.99491328097e-18
0.12,2.26580040043e-17
0.13,1.44917675369e-16
0.14,8.03255356983e-16
0.15,3.93509166077e-15
0.16,1.73103214394e-14
0.17,6.9267651171e-14
0.18,2.54853002053e-13
0.19,8.69929726484e-13
0.2,2.77595670444e-12
0.21,8.33469398973e-12
0.22,2.36774544309e-11
0.23,6.3950560653e-11
0.24,1.64908937154e-10
0.25,4.07507676908e-10
0.26,9.68122935702e-10
0.27,2.21757528835e-09
0.28,4.91011343257e-09
0.29,1.05332768216e-08
0.3,2.19374043023e-08
0.31,4.44384087582e-08
0.32,8.77015132827e-08
0.33,1.68883176907e-07
0.34,3.17754322974e-07
0.35,5.84876224726e-07
0.36,1.05438218715e-06
0.37,2.81903808378e-06
0.38,3.82358671833e-06
0.39,5.86982714555e-06
0.4,1.38648733009e-05
0.41,1.81105922367e-05
0.42,4.46948759455e-05
0.43,5.2230492847e-05
0.44,7.01533896436e-05
0.45,0.000137508156383
0.46,0.000174125534146
0.47,0.000330648739321
0.48,0.000403722221346
0.49,0.000733848784216
0.5,0.00143090635538
0.51,0.00152176967395
0.52,0.00277744295897
0.53,0.00298027648493
0.54,0.00512350483076
0.55,0.00555900935466
0.56,0.00905953201406
0.57,0.0150176926269
0.58,0.0154454434434
0.59,0.0243377954494
0.6,0.0254846093827
0.61,0.0384033113569
0.62,0.0579919160787
0.63,0.0590830309219
0.64,0.0857617234206
0.65,0.123761861142
0.66,0.124232277175
0.67,0.17325762335
0.68,0.176108629022
0.69,0.238143439787
0.7,0.318844776884
0.71,0.320840815093
0.72,0.418132109955
0.73,0.537196910934
0.74,0.537700512614
0.75,0.6744551383
0.76,0.830594921965
0.77,0.830130017862
0.78,1.0
0.79,1.0
0.8,1.0
0.81,0.818144421917
0.82,0.811399871131
0.83,0.627960871038
0.84,0.615825829982
0.85,0.44082491254
0.86,0.300057217128
0.87,0.271206871511
0.88,0.164678210041
0.89,0.135231575602
0.9,0.115581266675
0.91,0.0480634223539
0.92,0.0292879429518
0.93,0.0162317014853
0.94,0.00794523914447
0.95,0.003282485595
0.96,0.00106084521103
0.97,0.000232607806237
0.98,2.51390760645e-05
0.99,4.83153461241e-07
1.0,0.0
