date,from state,to state
8/16/20140:00,DOWN,DOWN
8/17/20140:00,DOWN,UP
8/20/20140:00,DOWN,DOWN
8/21/20140:00,DOWN,DOWN
8/22/20140:00,DOWN,DOWN
8/23/20140:00,DOWN,DOWN
8/24/20140:00,DOWN,DOWN
8/25/20140:00,DOWN,DOWN
8/26/20140:00,DOWN,DOWN
8/27/20140:00,DOWN,DOWN
8/28/20140:00,DOWN,DOWN
8/29/20140:00,DOWN,DOWN
8/30/20140:00,DOWN,DOWN
8/31/20140:00,DOWN,DOWN
9/1/20140:00,DOWN,DOWN
9/2/20140:00,DOWN,UP
9/4/20140:00,DOWN,DOWN
9/5/20140:00,DOWN,DOWN
9/6/20140:00,DOWN,DOWN
9/7/20140:00,DOWN,DOWN
9/8/20140:00,DOWN,DOWN
9/9/20140:00,DOWN,DOWN
9/10/20140:00,DOWN,DOWN
9/11/20140:00,DOWN,DOWN
9/12/20140:00,DOWN,DOWN
9/13/20140:00,DOWN,DOWN
9/14/20140:00,DOWN,DOWN
9/15/20140:00,DOWN,DOWN
9/16/20140:00,DOWN,DOWN
9/17/20140:00,DOWN,DOWN
