p,p-value
0.0,0.0
0.01,7.65766e-21
0.02,1.539407872e-17
0.03,1.30680279018e-15
0.04,3.03607211622e-14
0.05,3.46752929688e-13
0.06,2.5271572208e-12
0.07,1.35077912725e-11
0.08,5.75374434815e-11
0.09,2.0606247268e-10
0.1,6.436e-10
0.11,1.79942076291e-09
0.12,4.59107844282e-09
0.13,1.08471224713e-08
0.14,2.40032306041e-08
0.15,5.01988581299e-08
0.16,9.99405052309e-08
0.17,1.90542832777e-07
0.18,3.49609867885e-07
0.19,6.19874955065e-07
0.2,1.0657792e-06
0.21,1.78223293941e-06
0.22,2.90607201297e-06
0.23,4.63078881683e-06
0.24,7.22518553675e-06
0.25,1.10566616058e-05
0.26,1.66199070922e-05
0.27,2.45718259727e-05
0.28,3.57735554774e-05
0.29,5.13404771247e-05
0.3,7.27011288e-05
0.31,0.000101665922267
0.32,0.000140506543766
0.33,0.000192046863804
0.34,0.000259766102751
0.35,0.000347914888594
0.36,0.000461644699188
0.37,0.000607151001027
0.38,0.000791830177574
0.39,0.00102445008042
0.4,0.0013153337344
0.41,0.00272628185872
0.42,0.00296269836641
0.43,0.00333877867342
0.44,0.00386632705687
0.45,0.00456086965672
0.46,0.00911815385898
0.47,0.00953367872338
0.48,0.0102982087836
0.49,0.0114264750037
0.5,0.0224609375
0.51,0.022796428799
0.52,0.0238069181278
0.53,0.0255044130104
0.54,0.0279087961044
0.55,0.0472500240242
0.56,0.0486160619947
0.57,0.051122067398
0.58,0.0876911695064
0.59,0.0879975427699
0.6,0.0899867385856
0.61,0.0936733067799
0.62,0.150337455235
0.63,0.151072568096
0.64,0.154083468079
0.65,0.242659606637
0.66,0.241511263496
0.67,0.243115601792
0.68,0.247522975838
0.69,0.368169695498
0.7,0.367875734828
0.71,0.370614873366
0.72,0.536424004697
0.73,0.534371675451
0.74,0.535071301166
0.75,0.53863979876
0.76,0.745823332682
0.77,0.745048957054
0.78,0.746148284594
0.79,1.0
0.8,1.0
0.81,1.0
0.82,1.0
0.83,1.0
0.84,1.0
0.85,1.0
0.86,0.702112141103
0.87,0.682226457079
0.88,0.663552996918
0.89,0.646803722902
0.9,0.378655019742
0.91,0.32925098618
0.92,0.279373880196
0.93,0.229782812638
0.94,0.181417058519
0.95,0.13542385974
0.96,0.0931895591519
0.97,0.0563743890462
0.98,0.0269512625688
0.99,0.00724894367794
1.0,0.0
