p,p-value
0.0,0.0
0.01,2.971e-57
0.02,1.5794742231e-48
0.03,1.99920289264e-43
0.04,8.31256404822e-40
0.05,5.31785190105e-37
0.06,1.04125816188e-34
0.07,9.00607639901e-33
0.08,4.28327253593e-31
0.09,1.29010425018e-29
0.1,2.71e-28
0.11,4.25289522572e-27
0.12,5.24601653497e-26
0.13,5.28634505638e-25
0.14,4.48417968072e-24
0.15,3.27894311288e-23
0.16,2.10682637332e-22
0.17,1.20829521027e-21
0.18,6.26619563935e-21
0.19,2.97059340647e-20
0.2,1.29922760704e-19
0.21,5.28371182918e-19
0.22,2.01158151968e-18
0.23,7.21143981434e-18
0.24,2.44685641108e-17
0.25,7.89299181569e-17
0.26,2.43017105088e-16
0.27,7.16662786313e-16
0.28,2.03062732801e-15
0.29,5.54363440468e-15
0.3,1.46182703787e-14
0.31,3.73177261693e-14
0.32,9.24142881027e-14
0.33,2.22419378609e-13
0.34,5.21132382421e-13
0.35,1.19051205465e-12
0.36,2.65546983695e-12
0.37,5.79070862239e-12
0.38,1.23600580364e-11
0.39,2.58513308064e-11
0.4,5.30343892119e-11
0.41,1.0681943959e-10
0.42,2.11415644411e-10
0.43,4.11497430686e-10
0.44,7.88251633818e-10
0.45,1.48707407375e-09
0.46,2.76472612162e-09
0.47,5.06858296405e-09
0.48,1.21888039245e-08
0.49,1.80577072016e-08
0.5,5.77419996262e-08
0.51,6.66819041247e-08
0.52,9.58375543118e-08
0.53,2.33219599711e-07
0.54,2.97393285468e-07
0.55,7.34933732636e-07
0.56,8.68952938074e-07
0.57,2.07902541949e-06
0.58,2.37112521733e-06
0.59,5.35952489252e-06
0.6,6.06712518366e-06
0.61,1.28321006026e-05
0.62,1.46944453179e-05
0.63,2.90454987138e-05
0.64,3.40318304465e-05
0.65,6.30824617219e-05
0.66,0.000125295933741
0.67,0.000132964613909
0.68,0.000245491240429
0.69,0.000274154595256
0.7,0.000474743798328
0.71,0.000854269806115
0.72,0.000910740365751
0.73,0.00154002861792
0.74,0.00267261655124
0.75,0.00278339213655
0.76,0.00456350018992
0.77,0.00761340073975
0.78,0.00786397447637
0.79,0.0124725829513
0.8,0.0200156125086
0.81,0.0322941644506
0.82,0.0317453089081
0.83,0.0491188993364
0.84,0.076206555569
0.85,0.0758071057963
0.86,0.113436738314
0.87,0.16987546169
0.88,0.253047220755
0.89,0.247646541374
0.9,0.359189898226
0.91,0.516796671534
0.92,0.511584633898
0.93,0.720611904978
0.94,1.0
0.95,1.0
0.96,1.0
0.97,0.598992931457
0.98,0.454515680618
0.99,0.260299626612
1.0,0.0
