p,p-value
0.0,0.0
0.01,9.276103e-82
0.02,3.99958877485e-69
0.03,9.75330997734e-62
0.04,1.68964269567e-56
0.05,1.94599465431e-52
0.06,4.03449015259e-49
0.07,2.5615041364e-46
0.08,6.83915834591e-44
0.09,9.42230120534e-42
0.1,7.7023e-40
0.11,4.12724593046e-38
0.12,1.56035389542e-36
0.13,4.40117391267e-35
0.14,9.67283001183e-34
0.15,1.71445527128e-32
0.16,2.51962620375e-31
0.17,3.14078935344e-30
0.18,3.38374447639e-29
0.19,3.2007367128e-28
0.2,2.69389144898e-27
0.21,2.04044253927e-26
0.22,1.4045244368e-25
0.23,8.8608270024e-25
0.24,5.16140648522e-24
0.25,2.79399638935e-23
0.26,1.41361384198e-22
0.27,6.71868515238e-22
0.28,3.01333137217e-21
0.29,1.28047796122e-20
0.3,5.17409573906e-20
0.31,1.99458682144e-19
0.32,7.35716935211e-19
0.33,2.60358617755e-18
0.34,8.86126465149e-18
0.35,2.90702229395e-17
0.36,9.21115117947e-17
0.37,2.82424883737e-16
0.38,8.3938368156e-16
0.39,2.42199249939e-15
0.4,6.79474339063e-15
0.41,1.85586710629e-14
0.42,4.94124753695e-14
0.43,1.28394219859e-13
0.44,3.25942534157e-13
0.45,8.0920470552e-13
0.46,3.64660326479e-12
0.47,5.42037095802e-12
0.48,1.1250301034e-11
0.49,3.09206323685e-11
0.5,1.12663656182e-10
0.51,1.49560510682e-10
0.52,4.40386636545e-10
0.53,6.54284192498e-10
0.54,1.6247824298e-09
0.55,4.33863671911e-09
0.56,5.97942159544e-09
0.57,1.36042390216e-08
0.58,3.17915878256e-08
0.59,7.54169985963e-08
0.6,9.44546166279e-08
0.61,1.96885274669e-07
0.62,4.10653587105e-07
0.63,8.5243514941e-07
0.64,1.75135335273e-06
0.65,3.5446406565e-06
0.66,4.03320969481e-06
0.67,7.54649374751e-06
0.68,1.39585184998e-05
0.69,2.54867328219e-05
0.7,4.58876953748e-05
0.71,8.14074881123e-05
0.72,0.000142245111632
0.73,0.00024476664934
0.74,0.000414800377526
0.75,0.000692463746277
0.76,0.00113912746325
0.77,0.00184731377274
0.78,0.00295455625699
0.79,0.00466251149166
0.8,0.0072628915559
0.81,0.0111720445361
0.82,0.0169761817052
0.83,0.0254892243786
0.84,0.037824846355
0.85,0.055483258185
0.86,0.0804512413858
0.87,0.115310369637
0.88,0.163342525502
0.89,0.228612696186
0.9,0.315994915793
0.91,0.431084661858
0.92,0.579901166946
0.93,0.768199599051
0.94,1.0
0.95,1.0
0.96,0.695788457266
0.97,0.381955059107
0.98,0.219749242453
0.99,0.0717832414332
1.0,0.0
