p,p-value
0.0,0.0
0.01,1e-28
0.02,1.6384e-24
0.03,4.782969e-22
0.04,2.68435456e-20
0.05,6.103515625e-19
0.06,7.8364164096e-18
0.07,6.78223072849e-17
0.08,4.3980465111e-16
0.09,2.2876792455e-15
0.1,1e-14
0.11,3.79749833583e-14
0.12,1.28391846455e-13
0.13,3.9373763857e-13
0.14,1.11120068256e-12
0.15,2.91929260254e-12
0.16,7.20575940379e-12
0.17,1.68377826559e-11
0.18,3.74813367582e-11
0.19,7.99006685783e-11
0.2,1.6384e-10
0.21,3.24391993252e-10
0.22,6.22182127343e-10
0.23,1.15928363245e-09
0.24,2.10357201232e-09
0.25,3.72529029846e-09
0.26,6.45099747033e-09
0.27,1.09418989132e-08
0.28,1.8205911983e-08
0.29,2.97558232676e-08
0.3,4.782969e-08
0.31,7.56943935221e-08
0.32,1.18059162072e-07
0.33,1.81633168178e-07
0.34,2.75870231035e-07
0.35,4.13954512237e-07
0.36,6.14094221446e-07
0.37,9.012061296e-07
0.38,1.30909255399e-06
0.39,1.88323491941e-06
0.4,2.68435456e-06
0.41,3.79292271949e-06
0.42,5.31483841744e-06
0.43,7.38853573441e-06
0.44,1.01938319744e-05
0.45,1.39628860199e-05
0.46,1.89937030341e-05
0.47,2.56666986188e-05
0.48,3.44649238498e-05
0.49,4.59986536545e-05
0.5,0.0001220703125
0.51,0.000126533246127
0.52,0.000140158066404
0.53,0.000163661324824
0.54,0.000198265774827
0.55,0.000245743790307
0.56,0.000490115045447
0.57,0.000526668433741
0.58,0.000595587789571
0.59,0.00069954506026
0.6,0.00139231903744
0.61,0.00145005766611
0.62,0.00158851160427
0.63,0.00181170326153
0.64,0.00338273583263
0.65,0.00350942235078
0.66,0.0038127636674
0.67,0.00738941322238
0.68,0.00739409881437
0.69,0.00774492453689
0.7,0.0150707536415
0.71,0.0147585845169
0.72,0.0150801984016
0.73,0.0160410455857
0.74,0.0279577989172
0.75,0.0281274802983
0.76,0.0293970695548
0.77,0.0505490989508
0.78,0.0504103433883
0.79,0.0520716826727
0.8,0.0878348456755
0.81,0.0872265748476
0.82,0.0894304672528
0.83,0.147711314596
0.84,0.146511554934
0.85,0.249277290903
0.86,0.242085892317
0.87,0.240257123551
0.88,0.398536280644
0.89,0.389513819508
0.9,0.387127905836
0.91,0.630249606132
0.92,0.62115655416
0.93,0.618491334477
0.94,1.0
0.95,1.0
0.96,1.0
0.97,1.0
0.98,1.0
0.99,1.0
1.0,1.0
