p,p-value
0.0,0.0
0.01,5.94514524108e-07
0.02,5.26181171215e-05
0.03,0.000621195645239
0.04,0.00321405218387
0.05,0.0105827131568
0.06,0.0261876778153
0.07,0.0817849567566
0.08,0.110552388191
0.09,0.205572095704
0.1,0.334747893076
0.11,0.488982092173
0.12,0.657628129728
0.13,0.830716871218
0.14,1.0
0.15,1.0
0.16,1.0
0.17,0.707453322793
0.18,0.581397749409
0.19,0.470707142067
0.2,0.375551969338
0.21,0.295361451144
0.22,0.22903765509
0.23,0.175151786371
0.24,0.132111465441
0.25,0.0982933606191
0.26,0.072140334209
0.27,0.0522258071301
0.28,0.0372902428279
0.29,0.0262556392338
0.3,0.0182239719424
0.31,0.0124649627274
0.32,0.0083976384469
0.33,0.0055691203416
0.34,0.00244116213135
0.35,0.00154125956992
0.36,0.000956592893186
0.37,0.00058335691851
0.38,0.00034937190665
0.39,0.00020540031488
0.4,0.000118502882348
0.41,0.000106423254839
0.42,5.86943583762e-05
0.43,3.15427193638e-05
0.44,1.65087153108e-05
0.45,8.41524006338e-06
0.46,4.18180346113e-06
0.47,2.03004546993e-06
0.48,9.65967192656e-07
0.49,4.52595841868e-07
0.5,3.62457832637e-07
0.51,1.48285947892e-07
0.52,5.99144887376e-08
0.53,2.43262706823e-08
0.54,1.00614806284e-08
0.55,6.16232105723e-09
0.56,2.14698007608e-09
0.57,8.11249241951e-10
0.58,4.15253174067e-10
0.59,1.37110669172e-10
0.6,6.55272470769e-11
0.61,2.00835000035e-11
0.62,7.52433715185e-12
0.63,2.73362491524e-12
0.64,9.61568720982e-13
0.65,3.26935355701e-13
0.66,1.07247415842e-13
0.67,3.38754007738e-14
0.68,1.02801880969e-14
0.69,2.99012774026e-15
0.7,8.31377219681e-16
0.71,2.20320166033e-16
0.72,5.54689495198e-17
0.73,1.32196834093e-17
0.74,2.97046247922e-18
0.75,6.26481214884e-19
0.76,1.23390258465e-19
0.77,2.25667099417e-20
0.78,3.80770799275e-21
0.79,5.88391646184e-22
0.8,8.25667981614e-23
0.81,1.04193747303e-23
0.82,1.16908526296e-24
0.83,1.15091194828e-25
0.84,9.78585424239e-27
0.85,7.05276637124e-28
0.86,4.21187482571e-29
0.87,2.02723036612e-30
0.88,7.59802159104e-32
0.89,2.12332577777e-33
0.9,4.18405406751e-35
0.91,5.40134119533e-37
0.92,4.13492443504e-39
0.93,1.63244269618e-41
0.94,2.70877032105e-44
0.95,1.37573036904e-47
0.96,1.25709163174e-51
0.97,7.6327536514e-57
0.98,3.29065932182e-64
0.99,8.01967941096e-77
1.0,0.0
