date,from state,to state
4/24/20160:00,DOWN,DOWN
4/25/20160:00,DOWN,DOWN
4/26/20160:00,DOWN,DOWN
4/27/20160:00,DOWN,DOWN
4/28/20160:00,DOWN,DOWN
4/29/20160:00,DOWN,DOWN
4/30/20160:00,DOWN,DOWN
5/1/20160:00,DOWN,DOWN
5/2/20160:00,DOWN,DOWN
5/3/20160:00,DOWN,DOWN
5/4/20160:00,DOWN,DOWN
5/5/20160:00,DOWN,DOWN
5/6/20160:00,DOWN,DOWN
5/7/20160:00,DOWN,DOWN
5/8/20160:00,DOWN,DOWN
5/9/20160:00,DOWN,DOWN
5/10/20160:00,DOWN,DOWN
5/11/20160:00,DOWN,DOWN
5/12/20160:00,DOWN,DOWN
5/13/20160:00,DOWN,DOWN
5/14/20160:00,DOWN,DOWN
5/15/20160:00,DOWN,DOWN
5/16/20160:00,DOWN,DOWN
5/17/20160:00,DOWN,DOWN
5/18/20160:00,DOWN,DOWN
5/19/20160:00,DOWN,DOWN
5/20/20160:00,DOWN,DOWN
5/21/20160:00,DOWN,DOWN
5/22/20160:00,DOWN,DOWN
5/23/20160:00,DOWN,DOWN
