date,from state,to state
2/24/20160:00,DOWN,DOWN
2/25/20160:00,DOWN,DOWN
2/26/20160:00,DOWN,DOWN
2/27/20160:00,DOWN,DOWN
2/28/20160:00,DOWN,DOWN
2/29/20160:00,DOWN,DOWN
3/1/20160:00,DOWN,DOWN
3/2/20160:00,DOWN,DOWN
3/3/20160:00,DOWN,DOWN
3/4/20160:00,DOWN,DOWN
3/5/20160:00,DOWN,DOWN
3/6/20160:00,DOWN,DOWN
3/7/20160:00,DOWN,DOWN
3/8/20160:00,DOWN,DOWN
3/9/20160:00,DOWN,DOWN
3/10/20160:00,DOWN,DOWN
3/11/20160:00,DOWN,DOWN
3/12/20160:00,DOWN,DOWN
3/13/20160:00,DOWN,DOWN
3/14/20160:00,DOWN,DOWN
3/15/20160:00,DOWN,DOWN
3/16/20160:00,DOWN,DOWN
3/17/20160:00,DOWN,DOWN
3/18/20160:00,DOWN,DOWN
3/19/20160:00,DOWN,DOWN
3/20/20160:00,DOWN,DOWN
3/21/20160:00,DOWN,DOWN
3/22/20160:00,DOWN,DOWN
3/23/20160:00,DOWN,DOWN
3/24/20160:00,DOWN,DOWN
