date,from state,to state
6/16/20140:00,DOWN,DOWN
6/17/20140:00,DOWN,DOWN
6/18/20140:00,DOWN,DOWN
6/19/20140:00,DOWN,DOWN
6/20/20140:00,DOWN,DOWN
6/21/20140:00,DOWN,DOWN
6/22/20140:00,DOWN,DOWN
6/23/20140:00,DOWN,DOWN
6/24/20140:00,DOWN,DOWN
6/25/20140:00,DOWN,DOWN
6/26/20140:00,DOWN,DOWN
6/27/20140:00,DOWN,DOWN
6/28/20140:00,DOWN,UP
6/30/20140:00,DOWN,DOWN
7/1/20140:00,DOWN,DOWN
7/2/20140:00,DOWN,DOWN
7/3/20140:00,DOWN,DOWN
7/4/20140:00,DOWN,DOWN
7/5/20140:00,DOWN,DOWN
7/6/20140:00,DOWN,DOWN
7/7/20140:00,DOWN,DOWN
7/8/20140:00,DOWN,DOWN
7/9/20140:00,DOWN,DOWN
7/10/20140:00,DOWN,DOWN
7/11/20140:00,DOWN,DOWN
7/12/20140:00,DOWN,DOWN
7/13/20140:00,DOWN,DOWN
7/14/20140:00,DOWN,DOWN
7/15/20140:00,DOWN,DOWN
7/16/20140:00,DOWN,DOWN
