date,from state,to state
10/10/20150:00,DOWN,DOWN
10/11/20150:00,DOWN,DOWN
10/12/20150:00,DOWN,DOWN
10/13/20150:00,DOWN,DOWN
10/14/20150:00,DOWN,DOWN
10/15/20150:00,DOWN,DOWN
10/16/20150:00,DOWN,DOWN
10/17/20150:00,DOWN,DOWN
10/18/20150:00,DOWN,DOWN
10/19/20150:00,DOWN,DOWN
10/20/20150:00,DOWN,DOWN
10/21/20150:00,DOWN,DOWN
10/22/20150:00,DOWN,DOWN
10/23/20150:00,DOWN,DOWN
10/24/20150:00,DOWN,DOWN
10/25/20150:00,DOWN,DOWN
10/26/20150:00,DOWN,DOWN
10/27/20150:00,DOWN,DOWN
10/28/20150:00,DOWN,DOWN
10/29/20150:00,DOWN,DOWN
10/30/20150:00,DOWN,DOWN
10/31/20150:00,DOWN,UP
11/3/20150:00,DOWN,DOWN
11/4/20150:00,DOWN,DOWN
11/5/20150:00,DOWN,DOWN
11/6/20150:00,DOWN,DOWN
11/7/20150:00,DOWN,DOWN
11/8/20150:00,DOWN,DOWN
11/9/20150:00,DOWN,DOWN
11/10/20150:00,DOWN,UP
