date,from state,to state
1/1/20130:00,DOWN,DOWN
1/2/20130:00,DOWN,DOWN
1/3/20130:00,DOWN,DOWN
1/4/20130:00,DOWN,DOWN
1/5/20130:00,DOWN,DOWN
1/6/20130:00,DOWN,DOWN
1/7/20130:00,DOWN,DOWN
1/8/20130:00,DOWN,DOWN
1/9/20130:00,DOWN,DOWN
1/10/20130:00,DOWN,DOWN
1/11/20130:00,DOWN,DOWN
1/12/20130:00,DOWN,DOWN
1/13/20130:00,DOWN,DOWN
1/14/20130:00,DOWN,DOWN
1/15/20130:00,DOWN,UP
1/17/20130:00,DOWN,DOWN
1/18/20130:00,DOWN,DOWN
1/19/20130:00,DOWN,UP
1/21/20130:00,DOWN,DOWN
1/22/20130:00,DOWN,DOWN
1/23/20130:00,DOWN,DOWN
1/24/20130:00,DOWN,DOWN
1/25/20130:00,DOWN,DOWN
1/26/20130:00,DOWN,UP
1/28/20130:00,DOWN,DOWN
1/29/20130:00,DOWN,DOWN
1/30/20130:00,DOWN,DOWN
1/31/20130:00,DOWN,DOWN
2/1/20130:00,DOWN,DOWN
2/2/20130:00,DOWN,DOWN
