date,from state,to state
8/11/20130:00,DOWN,DOWN
8/12/20130:00,DOWN,DOWN
8/13/20130:00,DOWN,DOWN
8/14/20130:00,DOWN,DOWN
8/15/20130:00,DOWN,DOWN
8/16/20130:00,DOWN,DOWN
8/17/20130:00,DOWN,DOWN
8/18/20130:00,DOWN,DOWN
8/19/20130:00,DOWN,UP
8/21/20130:00,DOWN,DOWN
8/22/20130:00,DOWN,DOWN
8/23/20130:00,DOWN,DOWN
8/24/20130:00,DOWN,DOWN
8/25/20130:00,DOWN,DOWN
8/26/20130:00,DOWN,DOWN
8/27/20130:00,DOWN,DOWN
8/28/20130:00,DOWN,DOWN
8/29/20130:00,DOWN,UP
8/31/20130:00,DOWN,DOWN
9/1/20130:00,DOWN,DOWN
9/2/20130:00,DOWN,DOWN
9/3/20130:00,DOWN,DOWN
9/4/20130:00,DOWN,DOWN
9/5/20130:00,DOWN,DOWN
9/6/20130:00,DOWN,DOWN
9/7/20130:00,DOWN,DOWN
9/8/20130:00,DOWN,DOWN
9/9/20130:00,DOWN,DOWN
9/10/20130:00,DOWN,DOWN
9/11/20130:00,DOWN,DOWN
