date,from state,to state
10/29/20140:00,DOWN,DOWN
10/30/20140:00,DOWN,DOWN
10/31/20140:00,DOWN,DOWN
11/1/20140:00,DOWN,DOWN
11/2/20140:00,DOWN,DOWN
11/3/20140:00,DOWN,DOWN
11/4/20140:00,DOWN,DOWN
11/5/20140:00,DOWN,DOWN
11/6/20140:00,DOWN,DOWN
11/7/20140:00,DOWN,UP
11/9/20140:00,DOWN,DOWN
11/10/20140:00,DOWN,UP
11/12/20140:00,DOWN,DOWN
11/13/20140:00,DOWN,DOWN
11/14/20140:00,DOWN,DOWN
11/15/20140:00,DOWN,DOWN
11/16/20140:00,DOWN,DOWN
11/17/20140:00,DOWN,DOWN
11/18/20140:00,DOWN,DOWN
11/19/20140:00,DOWN,DOWN
11/20/20140:00,DOWN,DOWN
11/21/20140:00,DOWN,DOWN
11/22/20140:00,DOWN,DOWN
11/23/20140:00,DOWN,DOWN
11/24/20140:00,DOWN,DOWN
11/25/20140:00,DOWN,DOWN
11/26/20140:00,DOWN,DOWN
11/27/20140:00,DOWN,DOWN
11/28/20140:00,DOWN,DOWN
11/29/20140:00,DOWN,DOWN
