p,p-value
0.0,0.0
0.01,7.04374055821e-15
0.02,1.19827497858e-11
0.03,8.59684628801e-10
0.04,1.68575458498e-08
0.05,1.62285149777e-07
0.06,9.95605465095e-07
0.07,4.47355663816e-06
0.08,1.59973373156e-05
0.09,4.80327941223e-05
0.1,0.000125605597931
0.11,0.000293624028131
0.12,0.000625535352154
0.13,0.0012323774356
0.14,0.00227094758277
0.15,0.00394965502879
0.16,0.0110249493782
0.17,0.0134278781165
0.18,0.0178258689264
0.19,0.0350647325781
0.2,0.041376014201
0.21,0.0733718315262
0.22,0.0817900672554
0.23,0.131558105485
0.24,0.142285853095
0.25,0.211208963887
0.26,0.224185316333
0.27,0.311995980205
0.28,0.422879840696
0.29,0.431574305011
0.3,0.556918714405
0.31,0.56579154285
0.32,0.701691790579
0.33,0.848774482356
0.34,0.851363099295
0.35,1.0
0.36,1.0
0.37,1.0
0.38,0.854643169934
0.39,0.854242022677
0.4,0.715154111726
0.41,0.587877489531
0.42,0.585887476498
0.43,0.470139196767
0.44,0.370982825363
0.45,0.367239518648
0.46,0.28163498363
0.47,0.212968089549
0.48,0.208115163258
0.49,0.152134195256
0.5,0.149612784386
0.51,0.10522026303
0.52,0.0732452853817
0.53,0.0703188640188
0.54,0.0467610618684
0.55,0.031110247058
0.56,0.02854405892
0.57,0.0180496938999
0.58,0.0165524575653
0.59,0.00987416508514
0.6,0.00903227076857
0.61,0.00504247661404
0.62,0.004574231173
0.63,0.00237283245996
0.64,0.00210810559493
0.65,0.00101360425856
0.66,0.000860997443432
0.67,0.000388399070828
0.68,0.000302357860608
0.69,0.000134267994743
0.7,9.03104767459e-05
0.71,6.81684848823e-05
0.72,2.49501340011e-05
0.73,1.38695524475e-05
0.74,7.48865846472e-06
0.75,3.91902175846e-06
0.76,1.98311747247e-06
0.77,9.67713572787e-07
0.78,4.53988623856e-07
0.79,2.04045573941e-07
0.8,8.75091349986e-08
0.81,3.56461936791e-08
0.82,1.37172556913e-08
0.83,4.95532762784e-09
0.84,1.66795144231e-09
0.85,5.18469913806e-10
0.86,1.47234660954e-10
0.87,3.76977044655e-11
0.88,8.56110333441e-12
0.89,1.68921347358e-12
0.9,2.81991638989e-13
0.91,3.84575179874e-14
0.92,4.08624922242e-15
0.93,3.16510921809e-16
0.94,1.62133856321e-17
0.95,4.72276831538e-19
0.96,6.07407387825e-21
0.97,2.14651255207e-23
0.98,7.18603116041e-27
0.99,7.62133246878e-33
1.0,0.0
