p,p-value
0.0,0.0
0.01,2.63645704575e-48
0.02,1.70148428235e-40
0.03,6.19528505335e-36
0.04,1.05477306645e-32
0.05,3.35225104447e-30
0.06,3.68459011983e-28
0.07,1.94610134357e-26
0.08,6.01079050305e-25
0.09,1.23220977004e-23
0.1,1.82799451e-22
0.11,2.08729642723e-21
0.12,1.9199321791e-20
0.13,1.47263540797e-19
0.14,9.67570308693e-19
0.15,5.56286069831e-18
0.16,2.84707156508e-17
0.17,1.31546949458e-16
0.18,5.55130961097e-16
0.19,2.16058648049e-15
0.2,7.8196332812e-15
0.21,2.65027984042e-14
0.22,8.46277094582e-14
0.23,2.55930834328e-13
0.24,7.3638348245e-13
0.25,2.02392876764e-12
0.26,5.33247577531e-12
0.27,1.35102423881e-11
0.28,3.30070576336e-11
0.29,7.79543566731e-11
0.3,1.78374750741e-10
0.31,3.96240432467e-10
0.32,8.56062267435e-10
0.33,1.8017222843e-09
0.34,3.69960927192e-09
0.35,7.4216638378e-09
0.36,1.45634663228e-08
0.37,2.7986026108e-08
0.38,5.27211370529e-08
0.39,9.74569218504e-08
0.4,1.76933170762e-07
0.41,4.49263764262e-07
0.42,6.3419504879e-07
0.43,1.00513362298e-06
0.44,2.31556307181e-06
0.45,3.14931538744e-06
0.46,7.72990110123e-06
0.47,9.35904328639e-06
0.48,2.27440566708e-05
0.49,2.5721902147e-05
0.5,5.94761222601e-05
0.51,6.51166844658e-05
0.52,0.000141039403042
0.53,0.000152973987947
0.54,0.000309363580563
0.55,0.000337084833897
0.56,0.000638074594608
0.57,0.000703888214308
0.58,0.00125333692555
0.59,0.00140459802512
0.6,0.00236646602211
0.61,0.00411552621952
0.62,0.00432261073675
0.63,0.00711335638866
0.64,0.00766919797249
0.65,0.0120210799046
0.66,0.0191000596151
0.67,0.0198918355788
0.68,0.0302314749381
0.69,0.0461581318738
0.7,0.0470922545946
0.71,0.0691405859237
0.72,0.101324379279
0.73,0.102166712993
0.74,0.144718704666
0.75,0.203597722257
0.76,0.203958263317
0.77,0.278594981389
0.78,0.376286678032
0.79,0.375703988048
0.8,0.494442636041
0.81,0.640404916589
0.82,0.638899753262
0.83,0.808119842472
0.84,1.0
0.85,1.0
0.86,1.0
0.87,1.0
0.88,0.777616828408
0.89,0.566138217046
0.9,0.536255847401
0.91,0.341584552737
0.92,0.297759755001
0.93,0.154980731808
0.94,0.102620274682
0.95,0.0607715613087
0.96,0.030592884701
0.97,0.0119046425721
0.98,0.00289348128356
0.99,0.000222597898633
1.0,0.0
