p,p-value
0.0,0.0
0.01,1e-68
0.02,1.7179869184e-58
0.03,1.66771816997e-52
0.04,2.95147905179e-48
0.05,5.82076609135e-45
0.06,2.86511799958e-42
0.07,5.4116956038e-40
0.08,5.07060240091e-38
0.09,2.78128389444e-36
0.1,1e-34
0.11,2.55476698619e-33
0.12,4.92223524295e-32
0.13,7.48296955783e-31
0.14,9.29722225368e-30
0.15,9.70739737366e-29
0.16,8.71122859318e-28
0.17,6.84326450886e-27
0.18,4.778209347e-26
0.19,3.0034640111e-25
0.2,1.7179869184e-24
0.21,9.02518308878e-24
0.22,4.38905626183e-23
0.23,1.98951136601e-22
0.24,8.45633575668e-22
0.25,3.38813178902e-21
0.26,1.28556438111e-20
0.27,4.63839768659e-20
0.28,1.59725062093e-19
0.29,5.26661932727e-19
0.3,1.66771816997e-18
0.31,5.08507766528e-18
0.32,1.49657767663e-17
0.33,4.2606313229e-17
0.34,1.17566389054e-16
0.35,3.15002142673e-16
0.36,8.20890115152e-16
0.37,2.0838124012e-15
0.38,5.15991188095e-15
0.39,1.24794842969e-14
0.4,2.95147905179e-14
0.41,6.83362477296e-14
0.42,1.55051464827e-13
0.43,3.4508611856e-13
0.44,7.54034124195e-13
0.45,1.61892029831e-12
0.46,3.41795450081e-12
0.47,7.10112520079e-12
0.48,1.45278742076e-11
0.49,2.92864493081e-11
0.5,1.16415321827e-10
0.51,1.43412814941e-10
0.52,2.35386153159e-10
0.53,7.01426507681e-10
0.54,9.36709575888e-10
0.55,2.91267932714e-09
0.56,3.46265019252e-09
0.57,1.01749298055e-08
0.58,1.16647496294e-08
0.59,3.10709068651e-08
0.6,3.62154887642e-08
0.61,8.65326828908e-08
0.62,1.05799583163e-07
0.63,2.2798447218e-07
0.64,5.44272833213e-07
0.65,5.84186630087e-07
0.66,1.2374603258e-06
0.67,1.48091885353e-06
0.68,2.84411789857e-06
0.69,5.72958296179e-06
0.7,1.19933061511e-05
0.71,1.22556783144e-05
0.72,2.32205064432e-05
0.73,4.507679743e-05
0.74,4.7818636264e-05
0.75,8.52639302128e-05
0.76,0.000154411434968
0.77,0.000282536360718
0.78,0.000292730073409
0.79,0.00049897999912
0.8,0.000856587052785
0.81,0.00147625006546
0.82,0.00254524323894
0.83,0.00253863389185
0.84,0.00414436107929
0.85,0.00677475816214
0.86,0.0110698417495
0.87,0.0180479171559
0.88,0.0293104320973
0.89,0.047344263789
0.9,0.0446748400158
0.91,0.0699137735113
0.92,0.109331828653
0.93,0.170805698436
0.94,0.266551610207
0.95,0.415475595646
0.96,0.646418447256
0.97,0.626691909246
0.98,1.0
0.99,1.0
1.0,1.0
