date,from state,to state
5/15/2013 0:00, UP, UP
5/16/2013 0:00, UP, DOWN
5/22/2013 0:00, UP, UP
5/23/2013 0:00, UP, DOWN
5/28/2013 0:00, UP, DOWN
6/9/2013 0:00, UP, UP
6/10/2013 0:00, UP, DOWN
6/16/2013 0:00, UP, UP
6/17/2013 0:00, UP, DOWN
6/19/2013 0:00, UP, DOWN
6/29/2013 0:00, UP, DOWN
7/1/2013 0:00, UP, DOWN
7/6/2013 0:00, UP, UP
7/7/2013 0:00, UP, DOWN
7/9/2013 0:00, UP, UP
7/10/2013 0:00, UP, DOWN
7/12/2013 0:00, UP, DOWN
7/14/2013 0:00, UP, DOWN
7/24/2013 0:00, UP, DOWN
7/27/2013 0:00, UP, DOWN
7/29/2013 0:00, UP, DOWN
8/12/2013 0:00, UP, DOWN
8/18/2013 0:00, UP, UP
8/19/2013 0:00, UP, UP
8/20/2013 0:00, UP, DOWN
8/24/2013 0:00, UP, DOWN
8/26/2013 0:00, UP, DOWN
8/29/2013 0:00, UP, UP
8/30/2013 0:00, UP, DOWN
9/6/2013 0:00, UP, DOWN
