date,from state,to state
3/27/2015 0:00, UP, DOWN
4/1/2015 0:00, UP, DOWN
4/4/2015 0:00, UP, DOWN
4/14/2015 0:00, UP, UP
4/15/2015 0:00, UP, DOWN
4/20/2015 0:00, UP, DOWN
4/26/2015 0:00, UP, DOWN
4/29/2015 0:00, UP, DOWN
5/2/2015 0:00, UP, DOWN
5/6/2015 0:00, UP, UP
5/7/2015 0:00, UP, DOWN
5/21/2015 0:00, UP, DOWN
6/7/2015 0:00, UP, DOWN
6/15/2015 0:00, UP, DOWN
6/26/2015 0:00, UP, DOWN
6/28/2015 0:00, UP, UP
6/29/2015 0:00, UP, DOWN
7/4/2015 0:00, UP, DOWN
7/9/2015 0:00, UP, UP
7/10/2015 0:00, UP, UP
7/11/2015 0:00, UP, DOWN
7/19/2015 0:00, UP, DOWN
7/23/2015 0:00, UP, DOWN
8/10/2015 0:00, UP, DOWN
8/18/2015 0:00, UP, UP
8/19/2015 0:00, UP, DOWN
8/24/2015 0:00, UP, DOWN
8/27/2015 0:00, UP, DOWN
9/5/2015 0:00, UP, DOWN
9/27/2015 0:00, UP, DOWN
