date,from state,to state
9/27/2014 0:00, DOWN, DOWN
9/28/2014 0:00, DOWN, UP
9/30/2014 0:00, DOWN, DOWN
10/1/2014 0:00, DOWN, DOWN
10/2/2014 0:00, DOWN, DOWN
10/3/2014 0:00, DOWN, DOWN
10/4/2014 0:00, DOWN, UP
10/9/2014 0:00, DOWN, DOWN
10/10/2014 0:00, DOWN, UP
10/14/2014 0:00, DOWN, DOWN
10/15/2014 0:00, DOWN, DOWN
10/16/2014 0:00, DOWN, UP
10/18/2014 0:00, DOWN, DOWN
10/19/2014 0:00, DOWN, DOWN
10/20/2014 0:00, DOWN, DOWN
10/21/2014 0:00, DOWN, DOWN
10/22/2014 0:00, DOWN, DOWN
10/23/2014 0:00, DOWN, DOWN
10/24/2014 0:00, DOWN, UP
10/26/2014 0:00, DOWN, DOWN
10/27/2014 0:00, DOWN, DOWN
10/28/2014 0:00, DOWN, UP
10/30/2014 0:00, DOWN, DOWN
10/31/2014 0:00, DOWN, DOWN
11/1/2014 0:00, DOWN, DOWN
11/2/2014 0:00, DOWN, UP
11/6/2014 0:00, DOWN, DOWN
11/7/2014 0:00, DOWN, UP
11/9/2014 0:00, DOWN, DOWN
11/10/2014 0:00, DOWN, UP
