date,from state,to state
6/20/2015 0:00, DOWN, UP
6/22/2015 0:00, DOWN, DOWN
6/23/2015 0:00, DOWN, DOWN
6/24/2015 0:00, DOWN, DOWN
6/25/2015 0:00, DOWN, UP
6/27/2015 0:00, DOWN, UP
6/30/2015 0:00, DOWN, DOWN
7/1/2015 0:00, DOWN, DOWN
7/2/2015 0:00, DOWN, UP
7/5/2015 0:00, DOWN, DOWN
7/6/2015 0:00, DOWN, UP
7/8/2015 0:00, DOWN, UP
7/12/2015 0:00, DOWN, DOWN
7/13/2015 0:00, DOWN, DOWN
7/14/2015 0:00, DOWN, DOWN
7/15/2015 0:00, DOWN, DOWN
7/16/2015 0:00, DOWN, DOWN
7/17/2015 0:00, DOWN, DOWN
7/18/2015 0:00, DOWN, UP
7/20/2015 0:00, DOWN, DOWN
7/21/2015 0:00, DOWN, DOWN
7/22/2015 0:00, DOWN, UP
7/24/2015 0:00, DOWN, UP
7/26/2015 0:00, DOWN, DOWN
7/27/2015 0:00, DOWN, DOWN
7/28/2015 0:00, DOWN, DOWN
7/29/2015 0:00, DOWN, DOWN
7/30/2015 0:00, DOWN, DOWN
7/31/2015 0:00, DOWN, DOWN
8/1/2015 0:00, DOWN, DOWN
