p,p-value
0.0,0.0
0.01,4.83153461241e-07
0.02,2.51390760645e-05
0.03,0.000232607806237
0.04,0.00106084521103
0.05,0.003282485595
0.06,0.00794523914447
0.07,0.0162317014853
0.08,0.0292879429518
0.09,0.0480634223539
0.1,0.115581266675
0.11,0.135231575602
0.12,0.164678210041
0.13,0.271206871511
0.14,0.300057217128
0.15,0.44082491254
0.16,0.615825829982
0.17,0.627960871038
0.18,0.811399871131
0.19,0.818144421917
0.2,1.0
0.21,1.0
0.22,1.0
0.23,0.830130017862
0.24,0.830594921965
0.25,0.6744551383
0.26,0.537700512614
0.27,0.537196910934
0.28,0.418132109955
0.29,0.320840815093
0.3,0.318844776884
0.31,0.238143439787
0.32,0.176108629022
0.33,0.17325762335
0.34,0.124232277175
0.35,0.123761861142
0.36,0.0857617234206
0.37,0.0590830309219
0.38,0.0579919160787
0.39,0.0384033113569
0.4,0.0254846093827
0.41,0.0243377954494
0.42,0.0154454434434
0.43,0.0150176926269
0.44,0.00905953201406
0.45,0.00555900935466
0.46,0.00512350483076
0.47,0.00298027648493
0.48,0.00277744295897
0.49,0.00152176967395
0.5,0.00143090635538
0.51,0.000733848784216
0.52,0.000403722221346
0.53,0.000330648739321
0.54,0.000174125534146
0.55,0.000137508156383
0.56,7.01533896436e-05
0.57,5.2230492847e-05
0.58,4.46948759455e-05
0.59,1.81105922367e-05
0.6,1.38648733009e-05
0.61,5.86982714555e-06
0.62,3.82358671833e-06
0.63,2.81903808378e-06
0.64,1.05438218715e-06
0.65,5.84876224726e-07
0.66,3.17754322974e-07
0.67,1.68883176907e-07
0.68,8.77015132827e-08
0.69,4.44384087582e-08
0.7,2.19374043023e-08
0.71,1.05332768216e-08
0.72,4.91011343257e-09
0.73,2.21757528835e-09
0.74,9.68122935702e-10
0.75,4.07507676908e-10
0.76,1.64908937154e-10
0.77,6.3950560653e-11
0.78,2.36774544309e-11
0.79,8.33469398973e-12
0.8,2.77595670444e-12
0.81,8.69929726484e-13
0.82,2.54853002053e-13
0.83,6.9267651171e-14
0.84,1.73103214394e-14
0.85,3.93509166077e-15
0.86,8.03255356983e-16
0.87,1.44917675369e-16
0.88,2.26580040043e-17
0.89,2.99491328097e-18
0.9,3.2415401602e-19
0.91,2.75469097062e-20
0.92,1.73631767821e-21
0.93,7.4948102866e-23
0.94,1.97107344873e-24
0.95,2.63481646842e-26
0.96,1.32143297252e-28
0.97,1.40732133004e-31
0.98,8.86805862307e-36
0.99,5.60385230048e-43
1.0,0.0
