p,p-value
0.0,0.0
0.01,1.02202431471e-18
0.02,7.13524167189e-15
0.03,1.18182166614e-12
0.04,4.22769450296e-11
0.05,6.52626638008e-10
0.06,5.91734294644e-09
0.07,3.71455869416e-08
0.08,1.7808732381e-07
0.09,6.9469846451e-07
0.1,2.30232272416e-06
0.11,6.68540156408e-06
0.12,1.740047759e-05
0.13,4.13018154809e-05
0.14,9.06110668406e-05
0.15,0.000185702447593
0.16,0.000358592898687
0.17,0.000657019013265
0.18,0.00114886125236
0.19,0.00192655734369
0.2,0.00434898867127
0.21,0.00570355672307
0.22,0.0128232054957
0.23,0.0147110647942
0.24,0.0182362112601
0.25,0.0321895115633
0.26,0.0372903847921
0.27,0.061458763578
0.28,0.0684311252531
0.29,0.105521796355
0.3,0.114625003462
0.31,0.166665792513
0.32,0.23890180905
0.33,0.246079875771
0.34,0.33498496557
0.35,0.343560537865
0.36,0.448041438644
0.37,0.457386878157
0.38,0.575360845451
0.39,0.708875373772
0.4,0.713006132677
0.41,0.853538127995
0.42,1.0
0.43,1.0
0.44,1.0
0.45,1.0
0.46,0.855608399682
0.47,0.718460562335
0.48,0.71572458373
0.49,0.586934271585
0.5,0.584664711729
0.51,0.466831431477
0.52,0.365896643839
0.53,0.360894740956
0.54,0.273944513333
0.55,0.205012107229
0.56,0.198005184792
0.57,0.142692503724
0.58,0.137672024797
0.59,0.0949673303441
0.6,0.0916358317635
0.61,0.0600652548181
0.62,0.0393828732253
0.63,0.0358018267456
0.64,0.022252502798
0.65,0.0198796156635
0.66,0.0116546636658
0.67,0.0101232781027
0.68,0.00559264969442
0.69,0.00463358451967
0.7,0.00243702160897
0.71,0.00186686471848
0.72,0.0015795772727
0.73,0.000659288128146
0.74,0.000477853901889
0.75,0.000215693826095
0.76,0.000126079429519
0.77,7.14294552708e-05
0.78,3.91209557145e-05
0.79,2.06515918712e-05
0.8,1.04720548022e-05
0.81,5.08085956206e-06
0.82,2.34791624573e-06
0.83,1.02786965915e-06
0.84,4.23591119784e-07
0.85,1.6308556574e-07
0.86,5.81253427217e-08
0.87,1.89639979123e-08
0.88,5.5855817206e-09
0.89,1.45934652748e-09
0.9,3.30666539707e-10
0.91,6.30728925259e-11
0.92,9.72774772793e-12
0.93,1.1464476695e-12
0.94,9.50421467744e-14
0.95,4.87477352011e-15
0.96,1.24759876495e-16
0.97,1.06460280736e-18
0.98,1.22517133224e-21
0.99,1.05863367242e-26
1.0,0.0
