p,p-value
0.0,0.0
0.01,1.98501649948e-17
0.02,4.32591663871e-13
0.03,1.25584053559e-10
0.04,6.21050284574e-09
0.05,1.16282654761e-07
0.06,1.17653374611e-06
0.07,7.77712821308e-06
0.08,3.76155319052e-05
0.09,0.00014321796348
0.1,0.000451231255189
0.11,0.00121914317321
0.12,0.00350263340854
0.13,0.00919876993865
0.14,0.0206975601473
0.15,0.0268157432359
0.16,0.048150653444
0.17,0.0800124765261
0.18,0.124208633841
0.19,0.181847960422
0.2,0.253193660341
0.21,0.337617056574
0.22,0.525329686592
0.23,0.639458882006
0.24,0.758609398002
0.25,0.879768130904
0.26,1.0
0.27,1.0
0.28,0.772072380976
0.29,0.66610275152
0.3,0.567785199235
0.31,0.478287543038
0.32,0.398291057825
0.33,0.267360916671
0.34,0.213801084431
0.35,0.16888280747
0.36,0.13182504503
0.37,0.101725502179
0.38,0.0589642727178
0.39,0.043326714252
0.4,0.0314165880859
0.41,0.0224837156531
0.42,0.0158823248773
0.43,0.00790391541572
0.44,0.00525058444794
0.45,0.00342949707569
0.46,0.00220113324787
0.47,0.00138704795947
0.48,0.000857201858829
0.49,0.000518800022103
0.5,0.000306947015547
0.51,0.000113754668958
0.52,6.18389138442e-05
0.53,3.26691503494e-05
0.54,1.67417511043e-05
0.55,8.30814408983e-06
0.56,3.98706464623e-06
0.57,1.84905445059e-06
0.58,8.29001172344e-07
0.59,5.93390773952e-07
0.6,2.33733924782e-07
0.61,8.75402111942e-08
0.62,3.1571644383e-08
0.63,1.11892487972e-08
0.64,6.97328024727e-09
0.65,1.86159036036e-09
0.66,5.3826052267e-10
0.67,2.55144265307e-10
0.68,5.71776985482e-11
0.69,1.80229295969e-11
0.7,5.41674181223e-12
0.71,1.54767169582e-12
0.72,4.19007092398e-13
0.73,1.07097519691e-13
0.74,2.57384544479e-14
0.75,5.78958168183e-15
0.76,1.21267053111e-15
0.77,2.35152334347e-16
0.78,4.19378259001e-17
0.79,6.82728741677e-18
0.8,1.00584059823e-18
0.81,1.32776299322e-19
0.82,1.55234112651e-20
0.83,1.58571534219e-21
0.84,1.39268165801e-22
0.85,1.03163550657e-23
0.86,6.29759665673e-25
0.87,3.07947521439e-26
0.88,1.16451038408e-27
0.89,3.25749490798e-29
0.9,6.36612009819e-31
0.91,8.06164317753e-33
0.92,5.9737354969e-35
0.93,2.24516605199e-37
0.94,3.47122556297e-40
0.95,1.59565894157e-43
0.96,1.26583983881e-47
0.97,6.25049340376e-53
0.98,1.94641966218e-60
0.99,2.56773887746e-73
1.0,0.0
