p,p-value
0.0,0.0
0.01,3.11853841833e-07
0.02,1.65066943204e-05
0.03,0.000155371935424
0.04,0.000720815233435
0.05,0.00226870138336
0.06,0.00558540955134
0.07,0.0116050733289
0.08,0.0212941947669
0.09,0.0355318563907
0.1,0.0550069488683
0.11,0.118420710255
0.12,0.138965738639
0.13,0.252606481098
0.14,0.270732172267
0.15,0.298157015445
0.16,0.437120157711
0.17,0.459892260206
0.18,0.62297111577
0.19,0.808843712762
0.2,0.814354328825
0.21,1.0
0.22,1.0
0.23,1.0
0.24,1.0
0.25,0.828116983757
0.26,0.672005561583
0.27,0.670879251221
0.28,0.531933792985
0.29,0.532030341504
0.3,0.411497085532
0.31,0.313928949635
0.32,0.311219113376
0.33,0.231094279133
0.34,0.230193535135
0.35,0.165923033299
0.36,0.118877752938
0.37,0.116153736579
0.38,0.0805403238298
0.39,0.0792179626749
0.4,0.0529612055774
0.41,0.0356304623745
0.42,0.0337327785702
0.43,0.0218417518243
0.44,0.0207485966316
0.45,0.0128768527679
0.46,0.0122716009238
0.47,0.00726838590439
0.48,0.00693759298032
0.49,0.00390532532916
0.5,0.00371916592121
0.51,0.0019832868067
0.52,0.00113533079359
0.53,0.000944408879128
0.54,0.000872074965761
0.55,0.000418568845156
0.56,0.000371041367515
0.57,0.000172096581566
0.58,0.00014228472
0.59,6.61154210266e-05
0.6,4.92100678443e-05
0.61,4.17475669729e-05
0.62,1.59397858059e-05
0.63,1.11598318392e-05
0.64,8.96927432372e-06
0.65,3.06622551376e-06
0.66,1.76427677953e-06
0.67,9.94848761893e-07
0.68,5.49135241096e-07
0.69,2.96338913102e-07
0.7,1.56129533429e-07
0.71,8.01873036145e-08
0.72,4.00789215587e-08
0.73,1.94580910737e-08
0.74,9.15689200181e-09
0.75,4.16716541829e-09
0.76,1.82908078166e-09
0.77,7.7202499215e-10
0.78,3.12297762426e-10
0.79,1.20606767063e-10
0.8,4.42709977711e-11
0.81,1.53671743728e-11
0.82,5.0143711356e-12
0.83,1.52743627842e-12
0.84,4.30782751947e-13
0.85,1.11386325637e-13
0.86,2.60931857093e-14
0.87,5.45805190184e-15
0.88,1.00124174621e-15
0.89,1.57455797214e-16
0.9,2.0615517361e-17
0.91,2.16230382858e-18
0.92,1.72451483409e-19
0.93,9.72017097249e-21
0.94,3.47859536333e-22
0.95,6.69438658178e-24
0.96,5.24475092806e-26
0.97,9.92777977865e-29
0.98,1.4072585512e-32
0.99,3.55629834509e-39
1.0,0.0
