p,p-value
0.0,0.0
0.01,4.31005929687e-15
0.02,1.35920490119e-11
0.03,1.35501361198e-09
0.04,3.28012935452e-08
0.05,3.6526699189e-07
0.06,2.48714215607e-06
0.07,1.20529572018e-05
0.08,4.55141699283e-05
0.09,0.000141986842771
0.1,0.000380834266736
0.11,0.000903608707015
0.12,0.00193695285611
0.13,0.00381150204902
0.14,0.0093698127465
0.15,0.0134715191224
0.16,0.0275107296352
0.17,0.0354165348809
0.18,0.0614899694486
0.19,0.103061393275
0.2,0.115967330382
0.21,0.173698219207
0.22,0.250301861803
0.23,0.345818653683
0.24,0.35867272417
0.25,0.466809761102
0.26,0.589088757945
0.27,0.721731384222
0.28,0.728498558635
0.29,0.862968434387
0.3,1.0
0.31,1.0
0.32,0.866625648119
0.33,0.739927927093
0.34,0.738836911069
0.35,0.619670010175
0.36,0.511351344037
0.37,0.415266357741
0.38,0.331995740621
0.39,0.2614195295
0.4,0.258275383893
0.41,0.198187853204
0.42,0.149460678726
0.43,0.110836780839
0.44,0.0808912343242
0.45,0.0581627614819
0.46,0.0556891180894
0.47,0.0384640006162
0.48,0.0261059300468
0.49,0.0174457728388
0.5,0.016589003375
0.51,0.0105037638313
0.52,0.00653242880738
0.53,0.00400775633036
0.54,0.00243814044539
0.55,0.00211397423488
0.56,0.00118829852304
0.57,0.000666233372425
0.58,0.000566590487408
0.59,0.000287353643976
0.6,0.000147814056525
0.61,0.000117704487172
0.62,5.37702204658e-05
0.63,2.59488135991e-05
0.64,1.76210671819e-05
0.65,7.68751534984e-06
0.66,4.97068204888e-06
0.67,1.99169032695e-06
0.68,1.13909860027e-06
0.69,8.1348675684e-07
0.7,2.13979709594e-07
0.71,9.72522036561e-08
0.72,4.26644499773e-08
0.73,1.80236018097e-08
0.74,7.31264896668e-09
0.75,2.84103089625e-09
0.76,1.05340299841e-09
0.77,3.7135679195e-10
0.78,1.23938287091e-10
0.79,3.89684396008e-11
0.8,1.14782553617e-11
0.81,3.14686033296e-12
0.82,7.96967835763e-13
0.83,1.84809082344e-13
0.84,3.88311038182e-14
0.85,7.30097013482e-15
0.86,1.20995131343e-15
0.87,1.73508392999e-16
0.88,2.10418850415e-17
0.89,2.09652640014e-18
0.9,1.65350416461e-19
0.91,9.82907292258e-21
0.92,4.12085701198e-22
0.93,1.11019350556e-23
0.94,1.67697022444e-25
0.95,1.14960631685e-27
0.96,2.50980411218e-30
0.97,8.98273931133e-34
0.98,1.18686022212e-38
0.99,4.97287775922e-47
1.0,0.0
