p,p-value
0.0,0.0
0.01,2.73522256667e-05
0.02,0.000391033715605
0.03,0.00176815549233
0.04,0.0049896080377
0.05,0.0108732236089
0.06,0.0201190658906
0.07,0.0332510168429
0.08,0.0505920005185
0.09,0.0722628281318
0.1,0.0981968414254
0.11,0.128164337254
0.12,0.261960798419
0.13,0.28018108639
0.14,0.304376251099
0.15,0.333410873316
0.16,0.514864400417
0.17,0.530671283623
0.18,0.550360735141
0.19,0.762739061038
0.2,0.770316419004
0.21,0.779831891008
0.22,1.0
0.23,1.0
0.24,1.0
0.25,1.0
0.26,1.0
0.27,0.794460422163
0.28,0.793940772128
0.29,0.614047439184
0.3,0.610958456064
0.31,0.611001593757
0.32,0.456884747637
0.33,0.454344858409
0.34,0.332983545208
0.35,0.327682643406
0.36,0.326253687926
0.37,0.229850188166
0.38,0.225979381234
0.39,0.225673247041
0.4,0.151815987521
0.41,0.149286332977
0.42,0.0993731732852
0.43,0.0954537577778
0.44,0.0939294229194
0.45,0.0593554344587
0.46,0.0566995625353
0.47,0.0557963865916
0.48,0.0332470663645
0.49,0.0314727339288
0.5,0.0308837890625
0.51,0.0172661974127
0.52,0.0160785333924
0.53,0.0156239695716
0.54,0.00820419995932
0.55,0.00741266523209
0.56,0.00702928083309
0.57,0.00352902912585
0.58,0.00302265904453
0.59,0.00271761851289
0.6,0.0013809448148
0.61,0.00108825914521
0.62,0.000883856107564
0.63,0.000754896509319
0.64,0.000367883202712
0.65,0.000262073515067
0.66,0.000184439795379
0.67,0.000128149185725
0.68,8.78396373142e-05
0.69,5.93514455987e-05
0.7,3.94962274519e-05
0.71,2.58607463611e-05
0.72,1.6642545794e-05
0.73,1.05140942542e-05
0.74,6.5120493801e-06
0.75,3.94828384742e-06
0.76,2.33945469007e-06
0.77,1.35211348793e-06
0.78,7.6062353204e-07
0.79,4.15450210198e-07
0.8,2.1970419712e-07
0.81,1.12128556891e-07
0.82,5.50187743471e-08
0.83,2.58403264186e-08
0.84,1.15558480862e-08
0.85,4.88995341074e-09
0.86,1.94323306286e-09
0.87,7.18536735118e-10
0.88,2.44397895413e-10
0.89,7.53681320901e-11
0.9,2.068408e-11
0.91,4.92943251759e-12
0.92,9.8684798072e-13
0.93,1.58408371964e-13
0.94,1.90444318962e-14
0.95,1.54279624939e-15
0.96,7.05476556789e-17
0.97,1.30645280494e-18
0.98,4.64955922973e-21
0.99,2.9473564438e-25
1.0,0.0
