p,p-value
0.0,0.0
0.01,1.17952136625e-09
0.02,4.23943835339e-07
0.03,1.14205631167e-05
0.04,0.000106405341401
0.05,0.00055373412749
0.06,0.00199278050725
0.07,0.00555845442348
0.08,0.0128640664287
0.09,0.0366281676684
0.1,0.0526530712484
0.11,0.101598013234
0.12,0.176874294405
0.13,0.278212808564
0.14,0.303861759232
0.15,0.422384771025
0.16,0.557038311873
0.17,0.702091009609
0.18,0.851585158473
0.19,1.0
0.2,1.0
0.21,0.859509259431
0.22,0.727809405574
0.23,0.607271355434
0.24,0.499358286351
0.25,0.404720351555
0.26,0.32332641053
0.27,0.254612829343
0.28,0.197633263895
0.29,0.151197520686
0.3,0.113991702482
0.31,0.0846755463917
0.32,0.0619559088786
0.33,0.0446376289564
0.34,0.0316545022102
0.35,0.0220839049223
0.36,0.0151488513238
0.37,0.0102111000719
0.38,0.00675849620618
0.39,0.00438916930197
0.4,0.0027946060206
0.41,0.00174304437643
0.42,0.00106413913628
0.43,0.000635442128437
0.44,0.000370931091998
0.45,0.000211598900244
0.46,0.000117968757122
0.47,6.43153839986e-05
0.48,3.43325936885e-05
0.49,1.7980858926e-05
0.5,1.52218261107e-05
0.51,7.22705121763e-06
0.52,3.34929478325e-06
0.53,1.52751022606e-06
0.54,6.9236163458e-07
0.55,5.31017368146e-07
0.56,2.04602617197e-07
0.57,8.02645154825e-08
0.58,3.27812876502e-08
0.59,1.93789960299e-08
0.6,6.72712764317e-09
0.61,4.14319217579e-09
0.62,1.18157129218e-09
0.63,6.68817655512e-10
0.64,1.71235059003e-10
0.65,6.5234165835e-11
0.66,2.40263608952e-11
0.67,8.53942797245e-12
0.68,2.92292513102e-12
0.69,9.61364549045e-13
0.7,3.03092577426e-13
0.71,9.13489029651e-14
0.72,2.62403463135e-14
0.73,7.16021967262e-15
0.74,1.84909539853e-15
0.75,4.50050596329e-16
0.76,1.02754574572e-16
0.77,2.18919972191e-17
0.78,4.32625319433e-18
0.79,7.87612767884e-19
0.8,1.31063698336e-19
0.81,1.97555223626e-20
0.82,2.66905579547e-21
0.83,3.19248534298e-22
0.84,3.33167643443e-23
0.85,2.98118226015e-24
0.86,2.23956512532e-25
0.87,1.37660082419e-26
0.88,6.70578700326e-28
0.89,2.48649214664e-29
0.9,6.66347900991e-31
0.91,1.2054100612e-32
0.92,1.34189669474e-34
0.93,8.07479920354e-37
0.94,2.17210275628e-39
0.95,1.94566783149e-42
0.96,3.54345566756e-46
0.97,5.20313520874e-51
0.98,7.72258624241e-58
0.99,1.53555468361e-69
1.0,0.0
