p,p-value
0.0,0.0
0.01,1.05863367242e-26
0.02,1.22517133224e-21
0.03,1.06460280736e-18
0.04,1.24759876495e-16
0.05,4.87477352011e-15
0.06,9.50421467744e-14
0.07,1.1464476695e-12
0.08,9.72774772793e-12
0.09,6.30728925259e-11
0.1,3.30666539707e-10
0.11,1.45934652748e-09
0.12,5.5855817206e-09
0.13,1.89639979123e-08
0.14,5.81253427217e-08
0.15,1.6308556574e-07
0.16,4.23591119784e-07
0.17,1.02786965915e-06
0.18,2.34791624573e-06
0.19,5.08085956206e-06
0.2,1.04720548022e-05
0.21,2.06515918712e-05
0.22,3.91209557145e-05
0.23,7.14294552708e-05
0.24,0.000126079429519
0.25,0.000215693826095
0.26,0.000477853901889
0.27,0.000659288128146
0.28,0.0015795772727
0.29,0.00186686471848
0.3,0.00243702160897
0.31,0.00463358451967
0.32,0.00559264969442
0.33,0.0101232781027
0.34,0.0116546636658
0.35,0.0198796156635
0.36,0.022252502798
0.37,0.0358018267456
0.38,0.0393828732253
0.39,0.0600652548181
0.4,0.0916358317635
0.41,0.0949673303441
0.42,0.137672024797
0.43,0.142692503724
0.44,0.198005184792
0.45,0.205012107229
0.46,0.273944513333
0.47,0.360894740956
0.48,0.365896643839
0.49,0.466831431477
0.5,0.584664711729
0.51,0.586934271585
0.52,0.71572458373
0.53,0.718460562335
0.54,0.855608399682
0.55,1.0
0.56,1.0
0.57,1.0
0.58,1.0
0.59,0.853538127995
0.6,0.713006132677
0.61,0.708875373772
0.62,0.575360845451
0.63,0.457386878157
0.64,0.448041438644
0.65,0.343560537865
0.66,0.33498496557
0.67,0.246079875771
0.68,0.23890180905
0.69,0.166665792513
0.7,0.114625003462
0.71,0.105521796355
0.72,0.0684311252531
0.73,0.061458763578
0.74,0.0372903847921
0.75,0.0321895115633
0.76,0.0182362112601
0.77,0.0147110647942
0.78,0.0128232054957
0.79,0.00570355672307
0.8,0.00434898867127
0.81,0.00192655734369
0.82,0.00114886125236
0.83,0.000657019013265
0.84,0.000358592898687
0.85,0.000185702447593
0.86,9.06110668406e-05
0.87,4.13018154809e-05
0.88,1.740047759e-05
0.89,6.68540156408e-06
0.9,2.30232272416e-06
0.91,6.9469846451e-07
0.92,1.7808732381e-07
0.93,3.71455869416e-08
0.94,5.91734294644e-09
0.95,6.52626638008e-10
0.96,4.22769450296e-11
0.97,1.18182166614e-12
0.98,7.13524167189e-15
0.99,1.02202431471e-18
1.0,0.0
