p,p-value
0.0,0.0
0.01,0.000621961223012
0.02,0.00753435453582
0.03,0.0289241341713
0.04,0.0694557618722
0.05,0.129137623976
0.06,0.294023162847
0.07,0.349216384673
0.08,0.550598269434
0.09,0.776582941709
0.1,1.0
0.11,1.0
0.12,1.0
0.13,0.812236757144
0.14,0.647069884725
0.15,0.506801285651
0.16,0.509731477877
0.17,0.391395427387
0.18,0.295474241013
0.19,0.219584795747
0.2,0.160817437531
0.21,0.116178645293
0.22,0.0828629393476
0.23,0.058397439171
0.24,0.0581997932164
0.25,0.0398176825936
0.26,0.026857491904
0.27,0.0178754138491
0.28,0.0117508734813
0.29,0.00763824617452
0.3,0.00491558394982
0.31,0.00476847564386
0.32,0.00292786683783
0.33,0.00177524200339
0.34,0.0010653413306
0.35,0.000634441898973
0.36,0.000375994940425
0.37,0.000341005077376
0.38,0.000188341756459
0.39,0.000103640265357
0.4,5.71346991214e-05
0.41,5.08639767933e-05
0.42,2.55832785205e-05
0.43,1.29871236624e-05
0.44,6.715069885e-06
0.45,5.42269023255e-06
0.46,2.51591520746e-06
0.47,1.21615924812e-06
0.48,9.3201528389e-07
0.49,3.9981861135e-07
0.5,3.35316144628e-07
0.51,1.23836031342e-07
0.52,5.21887235456e-08
0.53,3.48691054433e-08
0.54,1.3364282992e-08
0.55,8.47911655471e-09
0.56,3.0846910005e-09
0.57,1.70460520272e-09
0.58,1.25176316028e-09
0.59,3.02065548614e-10
0.6,1.35691817387e-10
0.61,5.95755846134e-11
0.62,2.55366955979e-11
0.63,1.0673878568e-11
0.64,4.34486235983e-12
0.65,1.71993375948e-12
0.66,6.61089316549e-13
0.67,2.46314881254e-13
0.68,8.87981138722e-14
0.69,3.09116604241e-14
0.7,1.03676826174e-14
0.71,3.34208592183e-15
0.72,1.03264846811e-15
0.73,3.04915145819e-16
0.74,8.57512333967e-17
0.75,2.28826976405e-17
0.76,5.76964729166e-18
0.77,1.36804765953e-18
0.78,3.03403846719e-19
0.79,6.25516229531e-20
0.8,1.19039533478e-20
0.81,2.07416703753e-21
0.82,3.27782563454e-22
0.83,4.64623052267e-23
0.84,5.83033644545e-24
0.85,6.3762410018e-25
0.86,5.96354094375e-26
0.87,4.6609391818e-27
0.88,2.95813869716e-28
0.89,1.47037478249e-29
0.9,5.46371515e-31
0.91,1.42750971254e-32
0.92,2.41350062942e-34
0.93,2.35040898787e-36
0.94,1.11181230876e-38
0.95,1.96123168553e-41
0.96,8.2858787576e-45
0.97,3.65565865712e-49
0.98,2.61264645846e-55
0.99,7.90987307082e-66
1.0,0.0
