date,from state,to state
5/18/20140:00,DOWN,UP
5/20/20140:00,DOWN,UP
5/22/20140:00,DOWN,DOWN
5/23/20140:00,DOWN,UP
5/26/20140:00,DOWN,DOWN
5/27/20140:00,DOWN,DOWN
5/28/20140:00,DOWN,UP
5/30/20140:00,DOWN,DOWN
5/31/20140:00,DOWN,UP
6/2/20140:00,DOWN,DOWN
6/3/20140:00,DOWN,UP
6/5/20140:00,DOWN,DOWN
6/6/20140:00,DOWN,DOWN
6/7/20140:00,DOWN,DOWN
6/8/20140:00,DOWN,DOWN
6/9/20140:00,DOWN,DOWN
6/10/20140:00,DOWN,DOWN
6/11/20140:00,DOWN,UP
6/13/20140:00,DOWN,UP
6/15/20140:00,DOWN,UP
6/17/20140:00,DOWN,DOWN
6/18/20140:00,DOWN,DOWN
6/19/20140:00,DOWN,DOWN
6/20/20140:00,DOWN,DOWN
6/21/20140:00,DOWN,DOWN
6/22/20140:00,DOWN,DOWN
6/23/20140:00,DOWN,DOWN
6/24/20140:00,DOWN,UP
6/27/20140:00,DOWN,DOWN
6/28/20140:00,DOWN,UP
