date,from state,to state
8/2/2014 0:00, DOWN, DOWN
8/3/2014 0:00, DOWN, DOWN
8/4/2014 0:00, DOWN, DOWN
8/5/2014 0:00, DOWN, DOWN
8/6/2014 0:00, DOWN, DOWN
8/7/2014 0:00, DOWN, DOWN
8/8/2014 0:00, DOWN, DOWN
8/9/2014 0:00, DOWN, DOWN
8/10/2014 0:00, DOWN, DOWN
8/11/2014 0:00, DOWN, DOWN
8/12/2014 0:00, DOWN, DOWN
8/13/2014 0:00, DOWN, DOWN
8/14/2014 0:00, DOWN, UP
8/16/2014 0:00, DOWN, DOWN
8/17/2014 0:00, DOWN, UP
8/20/2014 0:00, DOWN, DOWN
8/21/2014 0:00, DOWN, DOWN
8/22/2014 0:00, DOWN, UP
8/24/2014 0:00, DOWN, UP
8/26/2014 0:00, DOWN, DOWN
8/27/2014 0:00, DOWN, DOWN
8/28/2014 0:00, DOWN, DOWN
8/29/2014 0:00, DOWN, DOWN
8/30/2014 0:00, DOWN, DOWN
8/31/2014 0:00, DOWN, DOWN
9/1/2014 0:00, DOWN, DOWN
9/2/2014 0:00, DOWN, UP
9/4/2014 0:00, DOWN, DOWN
9/5/2014 0:00, DOWN, DOWN
9/6/2014 0:00, DOWN, DOWN
