p,p-value
0.0,0.0
0.01,2.73034132709e-33
0.02,2.59937186129e-27
0.03,7.84052093518e-24
0.04,2.24059455023e-21
0.05,1.75951021288e-19
0.06,6.10129082003e-18
0.07,1.20318164853e-16
0.08,1.56929349601e-15
0.09,1.49224617718e-14
0.1,1.10565383231e-13
0.11,6.69323054678e-13
0.12,3.42842497096e-12
0.13,1.52594762618e-11
0.14,6.02478492855e-11
0.15,2.14491251399e-10
0.16,6.97706169476e-10
0.17,2.09611021945e-09
0.18,5.86829391769e-09
0.19,1.54245263055e-08
0.2,3.83052374137e-08
0.21,9.0363068987e-08
0.22,2.03433100065e-07
0.23,4.38824696509e-07
0.24,9.1015610562e-07
0.25,1.82064336183e-06
0.26,3.52199266153e-06
0.27,6.60453803531e-06
0.28,1.20311659783e-05
0.29,2.13307518081e-05
0.3,5.94094210595e-05
0.31,7.68639106024e-05
0.32,0.000112129976911
0.33,0.000261433881956
0.34,0.000326108146385
0.35,0.000757554891998
0.36,0.000860573928723
0.37,0.00109398954985
0.38,0.0020362322775
0.39,0.00245340021285
0.4,0.00436395667419
0.41,0.00508689681535
0.42,0.00860019056993
0.43,0.00982456282433
0.44,0.0158002510428
0.45,0.025940642002
0.46,0.0273565029902
0.47,0.042553704493
0.48,0.0450018416176
0.49,0.0667783268396
0.5,0.0987371467054
0.51,0.10075154965
0.52,0.142851672307
0.53,0.146650804099
0.54,0.200440126403
0.55,0.270649504686
0.56,0.273177812258
0.57,0.357441310238
0.58,0.362011627932
0.59,0.460585498514
0.6,0.576967459601
0.61,0.579229610203
0.62,0.708235510054
0.63,0.85034227467
0.64,0.850666669922
0.65,1.0
0.66,1.0
0.67,1.0
0.68,0.847035693472
0.69,0.843815014923
0.7,0.692568022946
0.71,0.687441975592
0.72,0.542871227462
0.73,0.416539740544
0.74,0.404341224137
0.75,0.294462962615
0.76,0.282691243017
0.77,0.192792468936
0.78,0.182215008362
0.79,0.114343198917
0.8,0.105266133441
0.81,0.0595217300005
0.82,0.0520116115539
0.83,0.0261661425396
0.84,0.020369621516
0.85,0.00965763519955
0.86,0.00593127772386
0.87,0.00345625182391
0.88,0.00189529347804
0.89,0.000967980323711
0.9,0.000454355114905
0.91,0.000192598991725
0.92,7.20010307174e-05
0.93,2.29617615073e-05
0.94,5.94976348148e-06
0.95,1.16152139687e-06
0.96,1.50538098491e-07
0.97,1.02178645767e-08
0.98,2.13271716903e-10
0.99,2.50326600024e-13
1.0,0.0
