p,p-value
0.0,0.0
0.01,2.82227266582e-44
0.02,1.20927599843e-35
0.03,1.23107419479e-30
0.04,4.1082613248e-27
0.05,2.10484030269e-24
0.06,3.29342543185e-22
0.07,2.27122544572e-20
0.08,8.59302009173e-19
0.09,2.05414861216e-17
0.1,3.41653112407e-16
0.11,4.23508462566e-15
0.12,4.11623684362e-14
0.13,3.26009803566e-13
0.14,2.16796591681e-12
0.15,1.23955447258e-11
0.16,6.21109836674e-11
0.17,2.77040577163e-10
0.18,1.11430546932e-09
0.19,4.08553428281e-09
0.2,1.3779931992e-08
0.21,4.30906423297e-08
0.22,1.25766147827e-07
0.23,3.44591512606e-07
0.24,1.5251483416e-06
0.25,2.50104960831e-06
0.26,8.14152831464e-06
0.27,1.29001754959e-05
0.28,3.25752644039e-05
0.29,8.15810945528e-05
0.3,0.000114858870047
0.31,0.000240175574527
0.32,0.000487063922554
0.33,0.000950359597242
0.34,0.00177701230754
0.35,0.00318169403352
0.36,0.00373141205016
0.37,0.00617037581607
0.38,0.00989654125745
0.39,0.015408349939
0.4,0.023315669685
0.41,0.0343363658655
0.42,0.0492829588479
0.43,0.069038136
0.44,0.0945187588029
0.45,0.126629108719
0.46,0.166205365266
0.47,0.213954578913
0.48,0.270392529413
0.49,0.335785672775
0.5,0.48845566938
0.51,0.579473189089
0.52,0.677602271634
0.53,0.781512114347
0.54,0.889588290236
0.55,1.0
0.56,1.0
0.57,0.889140371789
0.58,0.779596823552
0.59,0.673361136557
0.6,0.572297538722
0.61,0.478046619236
0.62,0.391943989057
0.63,0.314960344757
0.64,0.247667557103
0.65,0.190232892966
0.66,0.142440807302
0.67,0.103739234633
0.68,0.073305243685
0.69,0.0501234849464
0.7,0.0330701444743
0.71,0.0209951056978
0.72,0.0127956332678
0.73,0.00747602192855
0.74,0.00418920505305
0.75,0.00332293363598
0.76,0.00161918203466
0.77,0.000745986792402
0.78,0.000331900106737
0.79,0.000212241636954
0.8,7.39667322452e-05
0.81,4.53053877817e-05
0.82,1.12089477404e-05
0.83,4.18340644572e-06
0.84,1.43693737059e-06
0.85,4.49610168404e-07
0.86,1.26574605603e-07
0.87,3.15783491123e-08
0.88,6.85169291632e-09
0.89,1.26259680756e-09
0.9,1.91656614519e-10
0.91,2.30197141068e-11
0.92,2.07165781047e-12
0.93,1.29412764974e-13
0.94,5.01698092692e-15
0.95,1.01461796707e-16
0.96,8.0021681874e-19
0.97,1.42652036712e-21
0.98,1.68921512151e-25
0.99,2.66909664552e-32
1.0,0.0
