p,p-value
0.0,0.0
0.01,1.31240261525e-35
0.02,2.522633627e-29
0.03,1.15229675347e-25
0.04,4.43303518911e-23
0.05,4.3939732492e-21
0.06,1.84639600222e-19
0.07,4.29019030985e-18
0.08,6.45917030473e-17
0.09,6.97977245835e-16
0.1,5.80489360101e-15
0.11,3.90536946822e-14
0.12,2.20500993807e-13
0.13,1.07438946628e-12
0.14,4.61674879978e-12
0.15,1.77991757243e-11
0.16,6.24265265486e-11
0.17,2.01448081353e-10
0.18,6.03746386645e-10
0.19,1.69376450855e-09
0.2,4.47755782412e-09
0.21,1.12170212344e-08
0.22,2.67593332896e-08
0.23,6.10469277385e-08
0.24,1.33670905927e-07
0.25,2.81832537636e-07
0.26,5.73795105106e-07
0.27,1.13089703979e-06
0.28,2.16250984973e-06
0.29,4.02000236798e-06
0.3,7.27783537524e-06
0.31,1.28523400962e-05
0.32,3.16178835622e-05
0.33,4.34684391909e-05
0.34,6.5678359324e-05
0.35,0.000142005223006
0.36,0.000186602357071
0.37,0.000409743339074
0.38,0.000489636914041
0.39,0.0010331563679
0.4,0.00116971920335
0.41,0.00232014836107
0.42,0.002555424429
0.43,0.00474425423053
0.44,0.00516145320305
0.45,0.00899680553859
0.46,0.00974743678259
0.47,0.0160426472203
0.48,0.0173751231075
0.49,0.0271685689166
0.5,0.0427739452571
0.51,0.0440066093768
0.52,0.0660296728693
0.53,0.0685090678738
0.54,0.098564896904
0.55,0.140796744365
0.56,0.142612668421
0.57,0.196413146419
0.58,0.200302341649
0.59,0.267086208226
0.6,0.351655538251
0.61,0.354123746186
0.62,0.45341788878
0.63,0.571023989538
0.64,0.57165186119
0.65,0.702716777793
0.66,0.704546590255
0.67,0.847099861795
0.68,1.0
0.69,1.0
0.7,1.0
0.71,0.84359860799
0.72,0.839323585719
0.73,0.684295013379
0.74,0.677073746309
0.75,0.528998923498
0.76,0.401415577484
0.77,0.38510951822
0.78,0.275829679144
0.79,0.259556088876
0.8,0.172829739066
0.81,0.157806482462
0.82,0.0959755485104
0.83,0.0830215272123
0.84,0.0456333812051
0.85,0.035408966765
0.86,0.0292194898151
0.87,0.0116023118543
0.88,0.00693401619981
0.89,0.00388727164656
0.9,0.00201982900526
0.91,0.000957499508144
0.92,0.000405356348585
0.93,0.000148731862658
0.94,4.52684778972e-05
0.95,1.06780570835e-05
0.96,1.74197324898e-06
0.97,1.58760403432e-07
0.98,5.00586617206e-09
0.99,1.18352246698e-11
1.0,0.0
