p,p-value
0.0,0.0
0.01,4.42292028992e-13
0.02,2.01167889497e-10
0.03,6.86355207436e-09
0.04,8.10497270113e-08
0.05,5.34904788897e-07
0.06,2.44241345605e-06
0.07,8.64618251698e-06
0.08,2.53983047059e-05
0.09,6.46837442221e-05
0.1,0.000147160608192
0.11,0.000305536146626
0.12,0.000588099923619
0.13,0.00106207012218
0.14,0.00181638276912
0.15,0.00296356819619
0.16,0.00464041075219
0.17,0.00700716950396
0.18,0.010245240046
0.19,0.0242509875765
0.2,0.0275203936033
0.21,0.0328212734121
0.22,0.0402480518498
0.23,0.0708250048284
0.24,0.0785033706922
0.25,0.0894535374196
0.26,0.141474269888
0.27,0.152011449833
0.28,0.232445087932
0.29,0.241148965519
0.3,0.254520181948
0.31,0.357120356401
0.32,0.367964851446
0.33,0.497038096321
0.34,0.504717356737
0.35,0.655550108909
0.36,0.660062294394
0.37,0.825731376107
0.38,0.827579006641
0.39,0.830966702683
0.4,1.0
0.41,1.0
0.42,1.0
0.43,1.0
0.44,0.832717818115
0.45,0.831288763989
0.46,0.674636970781
0.47,0.671261572666
0.48,0.530816239353
0.49,0.525313929417
0.5,0.523467063904
0.51,0.397405180029
0.52,0.394062929375
0.53,0.289848650594
0.54,0.285048906841
0.55,0.203280276992
0.56,0.197338491305
0.57,0.136798922725
0.58,0.130235558733
0.59,0.127064738461
0.6,0.0816883662706
0.61,0.077806204857
0.62,0.0486756953824
0.63,0.0446648490747
0.64,0.0426045153648
0.65,0.0240754715775
0.66,0.0217671158468
0.67,0.0123523095234
0.68,0.0103160071626
0.69,0.00901747846433
0.7,0.00471869443449
0.71,0.00365028828723
0.72,0.00293317801243
0.73,0.0025191368847
0.74,0.00104754772947
0.75,0.000700489228961
0.76,0.000458234060527
0.77,0.000292732324859
0.78,0.000182258468841
0.79,0.000110345041845
0.8,6.47939705568e-05
0.81,3.67896761379e-05
0.82,2.01282594459e-05
0.83,1.05679838685e-05
0.84,5.29876064065e-06
0.85,2.52250948707e-06
0.86,1.13220197561e-06
0.87,4.75033793653e-07
0.88,1.84337765521e-07
0.89,6.52774254052e-08
0.9,2.07332712817e-08
0.91,5.77359997018e-09
0.92,1.36682619677e-09
0.93,2.6344929213e-10
0.94,3.88064431083e-11
0.95,3.96008895513e-12
0.96,2.37509175735e-13
0.97,6.15087222818e-15
0.98,3.44247120451e-17
0.99,4.57368376266e-21
1.0,0.0
