date,from state,to state
6/3/20140:00,DOWN,UP
6/5/20140:00,DOWN,UP
6/8/20140:00,DOWN,UP
6/10/20140:00,DOWN,DOWN
6/11/20140:00,DOWN,UP
6/13/20140:00,DOWN,UP
6/15/20140:00,DOWN,UP
6/17/20140:00,DOWN,DOWN
6/18/20140:00,DOWN,DOWN
6/19/20140:00,DOWN,UP
6/22/20140:00,DOWN,DOWN
6/23/20140:00,DOWN,DOWN
6/24/20140:00,DOWN,UP
6/27/20140:00,DOWN,UP
6/30/20140:00,DOWN,UP
7/2/20140:00,DOWN,DOWN
7/3/20140:00,DOWN,UP
7/6/20140:00,DOWN,UP
7/9/20140:00,DOWN,UP
7/12/20140:00,DOWN,DOWN
7/13/20140:00,DOWN,UP
7/15/20140:00,DOWN,UP
7/18/20140:00,DOWN,DOWN
7/19/20140:00,DOWN,DOWN
7/20/20140:00,DOWN,DOWN
7/21/20140:00,DOWN,DOWN
7/22/20140:00,DOWN,DOWN
7/23/20140:00,DOWN,DOWN
7/24/20140:00,DOWN,DOWN
7/25/20140:00,DOWN,DOWN
