p,p-value
0.0,0.0
0.01,1.35785433756e-45
0.02,4.33930004574e-38
0.03,1.04306261167e-33
0.04,1.31879277543e-30
0.05,3.31977769961e-28
0.06,3.01024823271e-26
0.07,1.348993315e-24
0.08,3.60842122529e-23
0.09,6.50736752428e-22
0.1,8.597636245e-21
0.11,8.83057665187e-20
0.12,7.36626230745e-19
0.13,5.15928845098e-18
0.14,3.11341656895e-17
0.15,1.65227687789e-16
0.16,7.83961457671e-16
0.17,3.37081320145e-15
0.18,1.32818084764e-14
0.19,4.84091521469e-14
0.2,1.64506637309e-13
0.21,5.24757005975e-13
0.22,1.58042652177e-12
0.23,4.51664771022e-12
0.24,1.23023559525e-11
0.25,3.20597619632e-11
0.26,8.02055125393e-11
0.27,1.93207543569e-10
0.28,4.49345406713e-10
0.29,1.0113694972e-09
0.3,2.20771429441e-09
0.31,4.6829192962e-09
0.32,9.66913129224e-09
0.33,1.94643640437e-08
0.34,3.82557913622e-08
0.35,7.35063819776e-08
0.36,1.38242345012e-07
0.37,2.54752579335e-07
0.38,4.60459441831e-07
0.39,1.18005776255e-06
0.4,1.64564678924e-06
0.41,2.57588245352e-06
0.42,5.93732260718e-06
0.43,7.9663613581e-06
0.44,1.9382554647e-05
0.45,2.32263229439e-05
0.46,5.55015714905e-05
0.47,6.23185526094e-05
0.48,8.09384041106e-05
0.49,0.000153543916578
0.5,0.000324914231896
0.51,0.00035036333883
0.52,0.000692207016215
0.53,0.000748690029819
0.54,0.00138586106784
0.55,0.00151365551593
0.56,0.00263941547121
0.57,0.00291924780167
0.58,0.00482413680993
0.59,0.00817045909689
0.6,0.00851267897921
0.61,0.0136803358826
0.62,0.0145580576508
0.63,0.0223380253912
0.64,0.0345508005503
0.65,0.0356197084394
0.66,0.0528456751735
0.67,0.078358702292
0.68,0.0793102079947
0.69,0.113400072029
0.7,0.161064812368
0.71,0.16140507236
0.72,0.222149797651
0.73,0.302286830836
0.74,0.301506378735
0.75,0.399191437273
0.76,0.520328530872
0.77,0.518381992108
0.78,0.659403566117
0.79,0.66011051932
0.8,0.820542517865
0.81,1.0
0.82,1.0
0.83,1.0
0.84,0.806993838029
0.85,0.797191145912
0.86,0.601574543246
0.87,0.582867677982
0.88,0.398193592462
0.89,0.372254775631
0.9,0.217886037309
0.91,0.18674709056
0.92,0.0873615455898
0.93,0.0552615678204
0.94,0.0315383789908
0.95,0.0156355101285
0.96,0.00631997553117
0.97,0.00184969255177
0.98,0.000300330579367
0.99,1.15675745255e-05
1.0,0.0
