p,p-value
0.0,0.0
0.01,1.21738858313e-38
0.02,2.45605177757e-32
0.03,1.17806413921e-28
0.04,4.76135752367e-26
0.05,4.96043302417e-24
0.06,2.19195202259e-22
0.07,5.35848727619e-21
0.08,8.49222282949e-20
0.09,9.66470652501e-19
0.1,8.4697876e-18
0.11,6.00763814711e-17
0.12,3.57810166229e-16
0.13,1.84011998926e-15
0.14,8.35044336323e-15
0.15,3.40183803476e-14
0.16,1.26147897693e-13
0.17,4.30658444069e-13
0.18,1.36631431041e-12
0.19,4.06020647987e-12
0.2,1.1376633525e-11
0.21,3.02281709168e-11
0.22,7.65352775579e-11
0.23,1.85437975055e-10
0.24,4.31541953896e-10
0.25,9.67693480902e-10
0.26,2.09691122161e-09
0.27,4.40195529763e-09
0.28,8.97242628564e-09
0.29,1.77928078144e-08
0.3,3.43899341823e-08
0.31,6.48895043071e-08
0.32,1.19704286167e-07
0.33,2.16178838868e-07
0.34,3.82655803128e-07
0.35,6.64617618216e-07
0.36,1.13380705871e-06
0.37,1.9015537623e-06
0.38,3.13794636645e-06
0.39,9.39680235018e-06
0.4,1.10076749362e-05
0.41,1.47586469771e-05
0.42,2.1299527042e-05
0.43,4.65436997327e-05
0.44,5.73657601632e-05
0.45,7.73338605742e-05
0.46,0.000153456688633
0.47,0.000186464841037
0.48,0.000388577103497
0.49,0.000434457764767
0.5,0.000910520553589
0.51,0.000961503791547
0.52,0.00111824576026
0.53,0.00200697629686
0.54,0.00224217143574
0.55,0.00395250761988
0.56,0.00429366961369
0.57,0.00737366413868
0.58,0.00786138307399
0.59,0.0130991958796
0.6,0.0137972191633
0.61,0.0222749475534
0.62,0.0232829188354
0.63,0.0364263600851
0.64,0.0378919909171
0.65,0.0575089919392
0.66,0.0596338237691
0.67,0.0879309790059
0.68,0.13081272339
0.69,0.130525756092
0.7,0.188271929676
0.71,0.188449364676
0.72,0.264140679153
0.73,0.264976746891
0.74,0.361610984355
0.75,0.363178593823
0.76,0.48333531289
0.77,0.485477355944
0.78,0.630864962643
0.79,0.80547379449
0.8,0.803984897473
0.81,1.0
0.82,1.0
0.83,1.0
0.84,1.0
0.85,0.782620803619
0.86,0.771399134459
0.87,0.557922624557
0.88,0.532937457389
0.89,0.347654521221
0.9,0.308198441216
0.91,0.277777541131
0.92,0.135092228458
0.93,0.0936117913468
0.94,0.0597567771393
0.95,0.034090601481
0.96,0.0165215750324
0.97,0.00618580279967
0.98,0.00144588730056
0.99,0.000106926533799
1.0,0.0
